DDMMYYYY, target, H, L, C, velocity3N, velocity5N, velocity10N, accel3N, accel5N, accel10N, cubic10N, cubic25N, cubic50N,"	mom3N", mom5N, mom10N, closeDevMA3N, closeDevMA5N, closeDevMA10N, linDev3N, linDev5N, linDev10N, quadDev3N, quadDev5N, quadDev10N, cubicDev3N, cubicDev5N, cubicDev10N, apc3N, apc5N, apc10N, priceVarRat3N, priceVarRat5N, priceVarRat10N, deltaPVR3N, deltaPVR5N, deltaPVR10N, atrRat3N, atrRat5N, atrRat10N, deltaATRrat3N, deltaATRrat5N, deltaATRrat10N, bWdith3N, bWdith5N, bWdith10N, deltabWidth3N, deltabWidth5N, deltabWidth10N, MMIFasterN, MMIFastestN," 	deltaMMIFastest3N", deltaMMIFastest5N, deltaMMIFastest10N, HurstMod, HurstFast, HurstFaster, ibsOneN, trendNorm, ctoCNorm, highDistNorm, lowDistNorm, trendDevSlowNorm, trendDevFastNorm, priceVRSNorm, priceVRFNorm, atrRatSlowNorm, atrRatFastNorm, bWidthSlowNorm, bWidthFastNorm, ATRWeek, ATRFast, ATRMod, ATRSlow
17.09.2014,28.425,1.29591,1.29074,1.29414,-0.81097,-0.78622,-0.83132,-0.78433,-0.25305,-0.0756,-0.15034,-0.78615,-0.75359,-0.12993,0.32007,0.41109,0.52289,0.57488,0.60905,0.87161,0.86288,0.87911,0.85506,0.71503,0.56077,0.85506,0.71503,0.56077,0.72001,1,0.15786,-0.9863,-1,-0.04826,0.0141,-1,0.14303,-0.07828,0.41428,0.74727,-1,-1,0.64178,-0.15097,-0.86804,0.75954,0.4581,-1,0.01259,0.06667,0.14286,0.42857,1,0.66667,0.86766,0.94362,0.96804,0.38487,-0.98116,0.59428,0.09837,-1,-0.23464,0.9052,0.42919,-0.4752,0.95118,0.57999,1,0.89888,0.00699,0.00599,0.00598,0.0069
18.09.2014,-118.584,1.29941,1.29344,1.29584,-0.77697,-0.74961,-0.78633,-0.74395,-0.15354,-0.10915,-0.08084,-0.74702,-0.71418,-0.01634,-0.25909,0.45858,0.60421,0.69518,0.93826,0.84615,0.83634,0.84959,0.82602,0.65138,0.56668,0.82602,0.65138,0.56668,0.85649,0.73443,0.21686,-0.99218,-0.99328,-0.44041,0.0105,-0.74929,0.0116,-0.12634,0.33341,0.6947,-0.62665,-1,0.74367,-0.26187,-0.74344,0.54979,0.29788,-0.86967,-0.06359,0.06667,0.42857,0.71429,0.77778,0.83333,0.87248,0.94596,0.9321,-0.17398,-0.94167,0.70632,-0.01153,-1,-0.07416,1,0.21518,-0.69414,0.9375,0.49687,1,0.83903,0.00684,0.00599,0.00598,0.00688
19.09.2014,5.308,1.29803,1.28331,1.28863,-1,-0.98401,-0.99231,-1,-0.37696,-0.63616,-0.30488,-1,-1,-0.49347,-0.4733,-0.1909,0.01465,0.16874,0.53282,1,1,1,1,0.83796,0.88285,1,0.83796,0.88285,0.35618,0.29405,-0.26782,-0.92743,-0.97555,-0.98404,0.02787,-0.01213,-0.30475,0.59269,0.92747,1,0.10738,-0.37505,1,0.25931,-0.52569,-0.42773,0.24931,-0.10266,-0.86933,0.06667,0.14286,0.14286,0.33333,0.5,0.87617,0.94354,1,-0.26275,-0.90666,0.01657,0.41819,-0.05615,-0.36686,0.46517,0.10951,-1,1,0.8541,1,0.81506,0.00797,0.00631,0.00608,0.00692
22.09.2014,-60.484,1.29295,1.28556,1.28895,-0.99848,-0.98257,-0.97942,-0.98376,-0.3637,-0.85037,-0.41865,-0.98627,-0.98347,-0.11804,0.00199,1,0.22604,0.2693,0.59748,0.99524,0.99525,0.99134,0.98979,0.82791,0.97777,0.98979,0.82791,0.97777,0.35345,0.3475,1,-0.90664,-0.95476,-1,0.04732,0.05233,-0.66877,0.45837,0.87875,1,0.15001,-0.09579,-0.13962,0.3289,-0.35427,-0.6331,0.41383,0.33882,-1,-0.2,0.14286,0.14286,0.33333,0.66667,0.8806,0.94173,1,-0.05001,-0.88592,0.59979,-0.61765,-0.12103,-0.27337,0.60575,-0.05448,-1,1,0.8017,1,0.7577,0.00788,0.00635,0.00603,0.00692
23.09.2014,6.466,1.29169,1.28234,1.2853,-0.99327,-0.9816,-0.96788,-0.95716,-0.22831,-0.24242,-0.2681,-0.96639,-0.95155,-0.35959,-0.31863,-0.17519,0.2071,0.07163,0.3503,0.98644,0.98788,0.98024,0.97283,0.75846,0.6952,0.97283,0.75846,0.6952,0.02838,0.06098,0.76505,-0.89146,-0.83781,-0.94974,0.05793,0.11832,-0.97895,0.31492,0.77932,0.96396,0.05325,-0.17391,-0.10846,0.37408,0.10001,-0.26864,0.51511,0.68917,-0.88621,-0.33333,0.14286,-0.14286,0.11111,0.66667,0.88486,0.95662,1,-0.12444,-0.87969,0.29115,-0.38181,0.42292,-0.35689,0.41965,-0.12902,-0.94711,1,0.72778,1,0.7407,0.00775,0.00637,0.00603,0.00691
24.09.2014,2.318,1.28652,1.28152,1.28569,-0.93627,-0.92773,-0.91069,-0.86707,-0.66508,-0.12815,-0.21191,-0.88146,-0.84455,0.22061,-0.04554,0.36115,0.34866,0.26136,0.37506,0.94208,0.94449,0.93528,0.9135,0.84188,0.61737,0.9135,0.84188,0.61737,0.51186,0.08272,1,-0.87652,-0.78127,-0.89109,0.03285,0.15063,-1,0.04559,0.54525,0.82894,-0.94936,-0.23122,-0.46193,0.41424,0.22929,-0.0341,0.20299,0.82051,-0.84035,-0.6,0.14286,0.14286,0.11111,0.66667,0.89567,1,0.89834,0.77041,-0.88997,0.6053,-0.40707,0.17612,-0.11232,0.61064,-0.18572,-0.88054,0.92405,0.57154,1,0.72858,0.00736,0.00632,0.00603,0.00691
25.09.2014,-235.406,1.29001,1.28383,1.28583,-0.88186,-0.88924,-0.88674,-0.82583,-0.77224,-0.16764,-0.18412,-0.8455,-0.79529,-0.12931,-0.13982,-0.2338,0.48253,0.48276,0.44393,0.91056,0.91881,0.91484,0.88533,0.8681,0.62547,0.88533,0.8681,0.62547,0.50196,-0.01196,0.69649,-0.99487,-0.91906,-0.86661,-0.03722,0.07568,-1,-0.03259,0.44622,0.75968,-0.89242,-0.24918,-0.72074,-0.30823,-0.1372,0.04144,-0.31095,0.51981,-0.84054,-0.46667,1,0.71429,0.33333,0.81818,0.92126,1,0.82763,-0.34536,-0.87061,0.58584,-0.41614,0.14762,0.00007,0.74537,-0.26239,-0.84069,0.89973,0.47086,1,0.66346,0.00719,0.00631,0.00604,0.0069
26.09.2014,51.186,1.28584,1.27149,1.27149,-1,-1,-1,-1,-1,-0.24109,-0.3255,-1,-1,-0.57709,-0.43173,-0.64721,-0.51024,-0.53041,-0.51057,1,1,1,1,1,0.72024,1,1,0.72024,-0.1417,-0.41739,-0.07376,-0.84218,-0.81898,-0.72786,0.03203,0.11839,-0.83615,0.62879,1,1,-0.07598,-0.28576,-0.29483,0.48563,0.1723,0.31672,0.17484,0.5756,-0.62637,-0.46667,0.33333,0.14286,0.11111,0.27273,0.95351,1,0.84735,-1,-0.86493,-0.5474,0.5228,1,-0.809,-0.37274,-0.33353,-0.65665,1,0.76687,1,0.61244,0.00821,0.00663,0.00609,0.00694
29.09.2014,-115.21,1.27636,1.27066,1.27459,-1,-0.99232,-0.9925,-0.96386,-0.79554,-0.19326,-0.28098,-0.97233,-0.95633,-0.00376,0.09522,0.19643,0.1745,0.01857,-0.12536,0.9949,0.98855,0.98851,0.97769,0.92219,0.68976,0.97769,0.92219,0.68976,0.00476,-0.28078,0.07607,-0.59542,-0.71356,-0.51621,0.14877,0.16228,-0.52215,0.42496,0.88127,0.97169,-0.00954,-0.35518,-0.11891,0.73262,0.37286,0.56717,0.30904,0.59316,-0.39303,-0.6,-0.33333,-0.42857,-0.33333,-0.09091,0.97885,1,0.85817,0.57794,-0.9159,0.81864,0.31803,-0.02784,-0.49711,0.11734,-0.37938,-0.36608,1,0.69496,1,0.6031,0.00802,0.00662,0.00606,0.00693
30.09.2014,13.21,1.27557,1.26625,1.26759,-1,-1,-1,-1,-0.8235,-0.20556,-0.293,-1,-0.99639,-0.42932,-0.23426,-0.35205,0.08548,-0.29733,-0.46975,1,1,1,1,0.94268,0.70487,1,0.94268,0.70487,-0.44025,-0.48937,-0.38658,-0.77217,-0.49198,-0.31609,0.11936,0.21654,-0.19478,0.48369,0.9502,1,0.12934,-0.18858,-0.06229,0.60068,0.63574,0.73674,0.69222,0.47531,-0.1989,-0.53846,-0.33333,-1,-0.33333,-0.27273,0.99491,1,0.86681,-0.68976,-0.99922,0.02382,0.78183,0.72629,-0.82287,-0.24692,-0.38657,-0.10243,1,0.70065,1,0.63091,0.00818,0.00672,0.00608,0.00694
01.10.2014,-145.912,1.27137,1.2668,1.26839,-0.92474,-0.94212,-0.94187,-0.89647,-0.68138,-0.14086,-0.22593,-0.88705,-0.87375,0.5281,-0.03128,0.04789,0.26061,0.0721,-0.26049,0.94891,0.95513,0.95468,0.93475,0.86153,0.64743,0.93475,0.86153,0.64743,0.50532,-0.46795,-0.36198,-0.92645,-0.48802,-0.22369,-0.03523,0.18928,0.05938,0.12186,0.6525,0.84289,-0.90861,-0.25199,-0.16033,0.21238,0.66192,0.81369,0.00206,0.41077,-0.05633,-0.5,-1,-1,-0.77778,-0.63636,1,1,0.87343,-0.25895,-1,0.63808,0.72857,0.56317,-0.64732,0.07867,-0.4211,0.05965,0.93014,0.49408,1,0.63558,0.00767,0.00663,0.00606,0.0069
02.10.2014,47.921,1.26854,1.25699,1.25948,-1,-1,-1,-1,-0.82947,-0.20732,-0.29715,-0.98622,-1,-0.63227,-0.52934,-0.45722,-0.12101,-0.23682,-0.62268,1,1,1,1,0.94889,0.70934,1,0.94889,0.70934,-0.24032,-1,-0.93982,-0.82292,-0.61826,-0.11967,-0.10736,0.19319,0.36991,0.4797,0.93916,1,-0.33884,0.1299,0.1475,0.48689,0.56314,0.8947,-0.00689,0.57459,0.16881,-0.4,-1,-0.71429,-1,-1,1,1,0.9549,-0.54082,-1,-0.13054,1,0.48813,-1,-0.43861,-0.41873,0.19584,1,0.63774,1,0.67544,0.00822,0.00683,0.00611,0.00692
03.10.2014,29.816,1.26732,1.25824,1.2624,-1,-1,-1,-1,-0.88048,-0.22648,-0.31442,-1,-1,0.29916,0.84367,0.47392,0.3543,0.21632,-0.14559,1,1,1,1,0.97301,0.72432,1,0.97301,0.72432,0.36795,0.04664,-0.40462,-0.84645,-0.7527,-0.08493,-0.0302,0.07157,0.73159,0.51531,0.99899,1,-0.3623,-0.36175,-0.2567,0.46196,0.40817,0.93673,0.17103,0.29038,0.95831,-0.2,-1,-0.71429,-0.63636,-0.81818,1,0.98531,1,0.0987,-1,0.80669,0.52768,-0.10957,-0.6909,0.11176,-0.52037,0.41558,1,0.64796,1,0.6222,0.00835,0.00693,0.00609,0.00693
06.10.2014,-170.94,1.26979,1.26135,1.26422,-0.96981,-0.99158,-1,-1,-1,-0.25635,-0.31354,-1,-1,-0.07739,-0.11983,0.09103,0.6749,0.57704,0.20604,0.99094,0.99817,1,1,1,0.73803,1,1,0.73803,0.437,-0.0236,-0.30166,-0.96313,-0.89431,-0.26913,-0.01127,-0.05654,0.63247,0.47494,0.98409,1,-0.0362,-0.2589,-0.27363,0.06067,0.0988,0.86014,0.12029,-0.02165,1,-0.4,-0.71429,0.14286,-0.09091,-0.63636,1,1,1,-0.18454,-1,0.71911,0.40909,-0.48069,-0.458,0.48625,-0.51006,0.11981,1,0.62628,1,0.66191,0.00836,0.00697,0.0061,0.00693
07.10.2014,163.902,1.26561,1.24996,1.25364,-1,-1,-1,-1,-1,-0.3381,-0.43725,-1,-1,-0.19223,-0.24084,-0.28838,-0.12709,-0.07459,-0.27935,1,1,1,1,1,0.80622,1,1,0.80622,0.35162,-0.21144,-0.62893,-0.71136,-0.74984,-0.16995,0.06339,-0.09653,0.66322,0.94249,1,1,0.07508,0.08616,0.14506,0.67771,0.45677,0.94121,0.32791,0.03654,0.78674,-0.2,-0.71429,0.42857,-0.09091,-0.63636,1,1,1,-0.38841,-1,-0.26609,0.88233,0.23996,-0.98513,-0.21949,-0.38045,0.07839,1,0.8472,1,0.80761,0.00923,0.00728,0.00619,0.00695
08.10.2014,21.141,1.26734,1.25322,1.26386,-1,-1,-1,-1,-1,-0.40009,-0.50293,-1,-1,0.17072,0.41132,0.44081,0.73173,0.8386,0.6544,1,1,1,1,1,0.85056,1,1,0.85056,0.77936,0.3316,-0.13286,-0.73407,-0.87316,-0.33242,0.0638,-0.16254,0.52426,1,1,1,0.3261,0.69426,0.66057,0.66612,0.20908,0.86746,0.33599,-0.13104,0.55475,0.25,-0.14286,1,0.63636,-0.27273,1,1,0.9417,0.80708,-1,1,0.26901,-1,-0.22505,0.93635,-0.3416,-0.16777,1,0.9914,1,0.86612,0.00993,0.00757,0.00624,0.00698
09.10.2014,208.323,1.26821,1.25824,1.26518,-0.96121,-0.99176,-0.99265,-1,-0.90228,-0.43584,-0.53624,-1,-1,-0.14118,0.44936,0.07246,0.81474,0.85199,0.88552,0.9891,0.99793,0.99817,1,0.9687,0.86352,1,0.9687,0.86352,0.74915,0.95418,-0.06177,-0.80776,-0.86258,-0.64827,0.08546,-0.08951,0.31036,0.84786,0.95931,1,0.20337,0.35674,0.78447,0.57988,0.25393,0.6144,0.52695,-0.04315,0.30747,0.5,-0.42857,0.42857,0.63636,-0.81818,1,0.98055,1,0.66929,-0.94663,0.40685,-0.02621,-1,-0.03079,1,-0.35686,-0.54752,1,0.97095,1,0.87908,0.00993,0.00767,0.00624,0.00699
10.10.2014,-184.046,1.27903,1.26398,1.27837,-1,-1,-1,-1,-0.63409,-0.54161,-0.62027,-1,-1,0.7722,0.41951,1,1,1,1,1,1,1,1,0.89861,0.91588,1,0.89861,0.91588,1,1,1,-0.79183,-0.71578,-0.78293,-0.03332,0.05634,0.13853,1,1,1,0.02344,0.59049,0.59374,0.61109,0.5528,0.43412,0.17186,0.23455,-0.03535,0.25,0.14286,1,1,-0.09091,1,1,1,1,-0.79987,1,-1,-1,0.87299,1,-0.41488,-0.69363,1,1,1,0.85162,0.01066,0.00796,0.00633,0.00703
13.10.2014,5.777,1.27834,1.26592,1.26662,-1,-1,-1,-1,-0.52461,-0.51475,-0.66332,-1,-1,-0.92267,-0.66172,-0.57579,0.10436,0.31117,0.48053,1,1,1,1,0.86222,0.9179,1,0.86222,0.9179,0.16827,0.37253,0.34915,-0.88521,-0.62543,-0.82726,-0.06891,0.17664,-0.02235,1,1,1,-0.25614,0.68168,0.78092,0.44143,0.67688,0.3589,0.07605,0.49977,-0.28042,0.75,0.71429,1,1,0.63636,0.9872,1,1,-0.88623,-0.60008,-0.5018,-0.38312,-0.18371,0.24079,0.34367,-0.48718,-0.72622,1,1,1,0.80803,0.01098,0.00815,0.00638,0.00705
14.10.2014,45.179,1.2708,1.26043,1.26699,-1,-0.99714,-0.97823,-0.97577,-0.49056,-0.68685,-0.72695,-0.97294,-0.9721,-0.15592,0.44194,0.23589,0.08239,0.18354,0.50256,0.99867,0.99414,0.98896,0.98742,0.85519,0.97508,0.98742,0.85519,0.97508,0.13084,0.88774,0.68395,-0.93075,-0.86857,-0.85349,-0.05473,-0.02438,-0.16461,0.72229,0.8591,0.95519,-0.3919,0.0699,0.57665,0.30247,0.271,0.31306,0.0441,0.03238,-0.44252,1,0.71429,1,1,0.63636,0.97431,1,1,0.48825,-0.44401,0.2279,-0.40272,-0.20964,0.35301,0.35553,-0.57313,-0.73046,0.99738,0.88881,1,0.7495,0.01073,0.00819,0.0064,0.00704
15.10.2014,-83.287,1.27672,1.26634,1.26989,-0.98155,-0.99498,-0.96053,-0.96666,-0.93212,-0.57265,-0.65825,-0.96641,-0.96272,-0.4933,-0.38464,0.04314,0.48978,0.27859,0.63326,0.99156,0.99117,0.98103,0.98167,0.98846,0.94127,0.98167,0.98846,0.94127,-0.25706,0.53309,0.76799,-0.93787,-0.94164,-0.84759,-0.06634,0.00168,-0.21898,0.61171,0.79576,0.95511,-0.78718,-0.31454,0.82789,0.27684,-0.0041,0.3358,0.00965,0.0156,-0.48332,1,0.71429,0.5,0.66667,1,0.96811,0.99272,0.93805,-0.28464,-0.2915,0.38066,-0.55594,-0.41239,0.61813,0.50147,-0.67109,-0.66878,1,0.79033,1,0.66069,0.01068,0.00829,0.00642,0.00705
16.10.2014,222.829,1.2721,1.26236,1.26452,-0.95041,-0.97828,-0.92468,-0.91759,-0.77664,-0.63205,-0.59443,-0.94019,-0.90683,0.1077,-0.35199,0.09611,0.14951,-0.026,0.35305,0.9702,0.97411,0.95739,0.95217,0.91841,0.9569,0.95217,0.91841,0.9569,-0.01622,0.22538,0.94131,-0.9453,-0.96125,-0.85731,-0.02306,-0.01397,-0.29046,0.35356,0.59906,0.86352,-1,-0.49607,0.34739,0.2479,-0.11504,0.32302,0.09494,-0.07972,-0.55389,1,0.71429,0,0.83333,1,0.96718,0.9392,0.79347,-0.44425,-0.13963,-0.11908,-0.27166,-0.03622,0.37323,0.20656,-0.78668,-0.60325,0.96237,0.58854,1,0.53185,0.01031,0.00826,0.00645,0.00706
17.10.2014,-12.606,1.28861,1.26366,1.2793,-1,-1,-1,-1,-0.74097,-0.62251,-0.79244,-1,-1,0.36849,0.01318,0.37119,0.83652,0.72667,0.89422,1,1,1,1,0.95452,0.99572,1,0.95452,0.99572,0.48462,0.25227,1,-0.74699,-0.84506,-0.76619,0.09975,-0.02985,-0.25503,1,1,1,0.41105,0.15647,1,0.70011,0.35891,0.51039,0.45326,0.02741,-0.44453,0.77778,0.71429,0,0.5,1,0.96617,0.92526,0.5557,0.3112,0.06229,1,-0.55063,-1,1,0.9401,-0.86431,-0.26524,1,1,1,0.42108,0.01241,0.00894,0.00663,0.00713
20.10.2014,-26.275,1.28389,1.2731,1.27846,-0.98288,-0.98726,-0.99615,-1,-0.68097,-0.48947,-0.55535,-1,-1,-0.24863,0.40474,-0.12488,0.60706,0.56795,0.79761,0.99797,0.99908,1,1,0.9373,0.94791,1,0.9373,0.94791,0.35011,0.74605,0.90598,-0.61405,-0.71906,-0.66278,0.17028,-0.01136,-0.07426,0.88268,0.9901,1,0.36382,0.06541,1,0.82678,0.59948,0.65881,0.54557,0.09869,-0.2752,0.77778,0.42857,-0.25,0,0.66667,0.96373,0.92709,0.41203,0.24726,0.3525,0.10248,-0.50664,-0.94402,1,0.78189,-0.9366,0.25289,1,0.94985,1,0.29358,0.01255,0.00913,0.00666,0.00716
21.10.2014,88.088,1.28357,1.27301,1.2767,-0.99014,-0.96603,-0.97555,-0.97427,-0.7713,-0.50076,-0.63064,-0.99058,-0.97268,0.0026,-0.14261,0.27252,0.2531,0.39458,0.6396,0.99428,0.98751,0.98866,0.9865,0.96172,0.94555,0.9865,0.96172,0.94555,0.47914,0.65026,1,-0.99478,-0.77816,-0.77597,-0.01771,0.08408,-0.20774,0.61319,0.83598,0.94777,0.28865,0.03595,0.50427,-0.35778,0.50567,0.50232,-0.15487,0.28964,-0.45397,0.77778,0.42857,-0.25,0,0.66667,0.96183,0.9301,0.34555,-0.26909,0.61538,0.04978,-0.41429,-0.26091,0.9534,0.589,-0.97722,-0.0071,0.99625,0.7951,1,0.21113,0.01227,0.00918,0.0067,0.00718
22.10.2014,-166.037,1.28393,1.27511,1.28262,-0.95059,-0.924,-0.93573,-0.92749,-0.56643,-0.47235,-0.62676,-0.95674,-0.92225,-0.42097,0.0703,-0.18414,0.55908,0.57145,0.82176,0.9724,0.96479,0.9667,0.96115,0.87767,0.92201,0.96115,0.87767,0.92201,0.1541,0.76635,0.82993,-0.99383,-0.77989,-0.81007,-0.11711,0.12108,-0.12706,0.3243,0.63224,0.8542,-1,-0.19411,-0.04941,-0.31959,0.50396,0.44297,-0.40582,0.45693,-0.44314,0.55556,0.42857,-0.25,0,0.33333,0.96243,0.93105,0.38831,0.78105,0.85549,0.48869,-0.72392,-0.65759,1,0.81086,-1,-0.04261,0.97085,0.5647,1,0.14606,0.01178,0.00918,0.00672,0.00717
23.10.2014,-110.627,1.28281,1.27016,1.27136,-0.97394,-0.9538,-0.94287,-0.93101,-0.67444,-0.64085,-0.58378,-1,-0.93585,-0.46295,-0.29007,-0.44903,-0.0111,-0.06767,0.31436,0.9792,0.97318,0.96792,0.961,0.91936,0.9926,0.961,0.91936,0.9926,-0.20096,0.52925,0.45224,-0.94603,-0.98619,-0.86323,-0.15998,0.02426,0.03804,0.3616,0.62816,0.85945,-0.82521,0.04771,-0.06442,0.25653,-0.32309,0.32901,-0.1334,0.01874,-0.33845,0.33333,0.42857,0,0,0.5,0.96338,0.95673,0.40458,-0.80156,1,-0.49412,-0.13253,0.25029,0.53276,0.15763,-1,-0.06173,0.99549,0.49869,1,-0.01184,0.0119,0.00932,0.00678,0.00718
24.10.2014,2.36,1.27268,1.26125,1.26383,-1,-0.97864,-0.94863,-0.9245,-0.52503,-0.65435,-0.53428,-1,-0.93541,-0.31052,-0.95241,-0.71449,-0.22385,-0.29644,0.05312,0.98992,0.97913,0.96774,0.95715,0.86466,0.99685,0.95715,0.86466,0.99685,-0.39599,-0.43425,-0.19773,-0.70196,-0.80352,-0.83418,0.15467,0.05874,0.14093,0.31428,0.58239,0.84486,-0.57405,-0.96396,-0.40722,0.76233,0.47028,0.40417,0.89117,0.2142,-0.14623,0.55556,0.71429,0.25,0.16667,0.33333,0.96368,0.99271,0.47711,-0.52787,1,-0.28378,0.26885,0.7654,0.24138,-0.22839,-1,0.2264,1,0.39913,1,-0.07485,0.01183,0.00942,0.00681,0.00719
27.10.2014,78.73,1.26755,1.26296,1.26399,-0.90769,-0.90336,-0.86425,-0.80048,-0.47764,-0.36348,-0.49142,-0.91704,-0.81881,-0.30865,-0.01317,0.35884,0.1725,-0.17888,0.03943,0.92976,0.92423,0.90872,0.88126,0.81285,0.84637,0.88126,0.81285,0.84637,-0.5948,-0.38451,0.19933,-0.86526,-0.74305,-0.8055,0.07195,0.02475,0.18681,-0.13769,0.22797,0.63642,-0.75841,-1,-0.98889,0.53219,0.58501,0.46847,0.72853,0.13719,-0.04125,0.77778,0.71429,0.25,0.33333,0,0.96363,1,0.66057,-0.53058,1,0.15975,0.26026,0.75438,0.30396,-0.16963,-1,0.45173,0.90035,-0.0144,1,-0.08992,0.0108,0.00924,0.00678,0.00718
28.10.2014,1.771,1.27134,1.26338,1.26933,-0.82906,-0.85705,-0.82867,-0.73818,-0.37058,-0.43794,-0.52926,-0.8397,-0.76321,0.41735,0.23173,0.12963,0.61009,0.19946,0.27401,0.88499,0.8914,0.87917,0.84052,0.75171,0.86387,0.84052,0.75171,0.86387,-0.01729,-0.08378,0.34403,-0.99081,-0.78549,-0.82557,-0.01534,0.03339,0.19068,-0.25321,0.08457,0.53413,-0.93117,-0.98313,-1,-0.21234,0.51722,0.43196,-0.07195,0.15312,-0.03422,1,0.71429,0.25,0.33333,0,0.96719,1,0.71737,0.53853,1,0.45869,-0.02479,0.44489,0.59763,0.14483,-1,0.3398,0.84783,-0.21386,1,-0.09125,0.01034,0.00918,0.00678,0.00718
29.10.2014,41.587,1.27225,1.26645,1.26945,-0.71773,-0.73741,-0.73487,-0.63911,-0.35356,-0.75187,-0.40044,-0.79756,-0.67198,0.12913,-0.28537,-0.12499,0.48954,0.36703,0.27386,0.81468,0.81768,0.8145,0.77215,0.71352,0.9067,0.77215,0.71352,0.9067,0.24721,-0.34909,0.23627,-0.96676,-0.94742,-0.82662,-0.12614,-0.04969,0.18632,-0.44178,-0.11482,0.36771,-1,-0.97233,-1,0.13149,-0.05349,0.30581,-0.17013,-0.1541,-0.05043,1,0.42857,-0.25,0.16667,-0.16667,0.98219,1,0.70775,0.08189,1,0.1574,-0.03116,0.4367,0.64866,0.15244,-1,0.33927,0.7701,-0.51001,1,-0.10083,0.00969,0.00908,0.00677,0.00718
30.10.2014,-215.985,1.27638,1.26835,1.27227,-0.66983,-0.67169,-0.70765,-0.59894,-0.24966,-0.49036,-0.39764,-0.96446,-0.63898,-0.03434,0.5119,0.2362,0.49777,0.53767,0.37997,0.78393,0.78032,0.79184,0.74318,0.65456,0.78037,0.74318,0.65456,0.78037,0.33187,0.24992,0.47667,-0.9554,-0.95255,-0.86362,-0.03818,0.05464,0.16917,-0.43017,-0.1713,0.29627,-0.49871,-1,-0.97185,0.21703,-0.08335,0.20477,0.02122,0.33485,-0.1029,0.77778,0.71429,0,0.33333,0,1,1,0.71109,0.02111,1,0.31271,-0.18071,0.24466,0.81525,0.27395,-1,0.14136,0.72336,-0.63678,1,-0.25313,0.00945,0.00904,0.00678,0.00716
31.10.2014,-1.295,1.27696,1.25552,1.2573,-0.91356,-0.8954,-0.91976,-0.84974,-0.60183,-0.60148,-0.76824,-1,-0.89117,-0.76115,-0.34344,-0.97444,-0.27781,-0.2449,-0.19713,0.94318,0.93293,0.93867,0.91223,0.87352,0.89267,0.91223,0.87352,0.89267,-0.36258,-0.04507,-0.43428,-0.93554,-0.96073,-0.86141,0.03504,-0.04434,0.1133,0.3788,0.38605,0.60993,0.50096,-0.30736,-1,0.32617,-0.13621,0.21869,0.53864,-0.18089,-0.23535,1,0.71429,0,0.16667,0,1,1,0.55349,-0.82634,1,-0.71478,0.3734,0.87654,0.17628,-0.53083,-1,0.23739,0.90611,-0.0763,1,-0.33692,0.01117,0.00955,0.00693,0.00722
03.11.2014,-105.473,1.2631,1.25396,1.25721,-0.93642,-0.9023,-0.90194,-0.81471,-0.44197,-0.66945,-0.69544,-0.94858,-0.87042,-0.12786,-0.06323,-0.00993,-0.01323,-0.1875,-0.11802,0.94157,0.92578,0.92348,0.89029,0.80306,0.91058,0.89029,0.80306,0.91058,-0.36453,-0.04693,-0.39662,-0.72863,-0.86522,-0.8297,0.12713,-0.02616,0.06823,0.17032,0.26963,0.54146,0.47943,-0.03404,-1,0.75283,0.30788,0.31627,0.58885,0.00338,-0.28707,1,0.71429,0.25,0.16667,0.16667,1,0.9827,0.26844,-0.25623,1,0.14526,0.37826,0.77457,0.22335,-0.47855,-0.98845,0.35568,0.86509,-0.19952,1,-0.46313,0.01088,0.00955,0.00695,0.00724
04.11.2014,15.885,1.25904,1.24378,1.24977,-1,-1,-0.98734,-0.89496,-0.48518,-0.66571,-0.59658,-0.90263,-0.96293,-0.44585,-0.55207,-0.21609,0.00907,-0.35008,-0.30005,0.99204,0.98187,0.97149,0.93966,0.84217,0.92755,0.93966,0.84217,0.92755,-0.70562,-0.58166,-0.56167,-0.65035,-0.54375,-0.69048,0.16083,0.16256,0.22687,0.38019,0.43532,0.63417,0.69382,0.32092,-0.78735,0.83434,0.84335,0.6061,0.58641,0.3517,0.00878,1,0.42857,-0.25,0,0,1,0.88801,0.20667,-0.17893,0.93123,-0.28341,0.65364,0.58203,-0.05454,-0.75469,-0.97576,1,0.9235,-0.04598,1,-0.61788,0.0115,0.00977,0.00705,0.00722
05.11.2014,-11.315,1.25302,1.24697,1.25089,-0.93134,-0.95614,-0.92628,-0.79992,-0.40637,-0.47932,-0.58469,-0.75377,-0.88149,0.3869,-0.01398,-0.18331,0.21866,-0.12095,-0.14759,0.94631,0.94426,0.92755,0.88084,0.78483,0.83195,0.88084,0.78483,0.83195,-0.15843,-0.53467,-0.70293,-0.83071,-0.41094,-0.64918,0.06,0.31542,0.27425,-0.02012,0.16388,0.47064,-0.61381,0.23819,-0.87117,0.62643,0.97098,0.67826,0.39424,0.7331,0.09778,0.5,0.14286,-0.5,0,-0.16667,1,0.81896,0.45509,0.35529,0.83073,0.21598,0.7212,0.50433,0.06664,-0.54072,-0.92704,0.75036,0.83575,-0.35507,1,-0.4763,0.01073,0.00965,0.00705,0.00722
